# Dataset Report: Dai (DAI)
# Coin Name: Dai
# Symbol: DAI
# Approx Row Count: 2962
# Date Range: 2017-12-20 to 2026-01-28
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_DAI, Volume_USD
# --------------------------------------------------
Date,open,high,low,close,Volume_DAI,Volume_USD
2018-01-17,1.0,1.0,1.0,1.0,1.0,1.005
2018-01-18,1.0,1.0,1.0,1.0,47184.91,47420.83
2018-01-19,1.0,1.0,1.0,1.0,13424.64,13491.76
2018-01-20,1.0,1.0,1.0,1.0,48366.41,48608.24
2018-01-21,1.0,1.0,1.0,1.0,40371.12,40572.97
2018-01-22,1.0,1.0,1.0,1.0,77615.18,78003.25
2018-01-23,1.0,1.0,0.997,1.0,44163.87,44348.91
2018-01-24,1.0,1.0,1.0,1.0,73228.94,73595.08
2018-01-25,1.0,1.0,0.997,1.0,138770.59,139459.83
2018-01-26,1.0,1.0,1.0,1.0,3425.4,3442.53
2018-01-27,1.0,1.0,1.0,1.0,0.0,0.0
2018-01-28,1.0,1.0,1.0,1.0,46560.92,46793.72
2018-01-29,1.0,1.0,0.9971,0.9971,156.74,156.64
2018-01-30,0.9971,0.9971,0.9971,0.9971,0.0,0.0
2018-01-31,0.9971,0.9971,0.9971,0.9971,388.0,386.87
2018-02-01,0.9971,1.0,0.9971,1.0,14015.71,14085.79
2018-02-02,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-03,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-04,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-05,0.9738,1.011,0.7414,0.8192,1747376.34,1431377.02
2018-02-06,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-07,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-08,0.8861,4.224,3.75,4.068,632557.69,2573086.54
2018-02-09,1.0,1.0,0.997,0.997,76.17,75.94
2018-02-10,0.997,0.997,0.997,0.997,0.0,0.0
2018-02-11,0.997,0.997,0.997,0.997,0.0,0.0
2018-02-12,0.997,0.997,0.997,0.997,0.0,0.0
2018-02-13,0.997,0.997,0.997,0.997,0.0,0.0
2018-02-14,0.997,0.997,0.997,0.997,0.0,0.0
2018-02-15,0.997,1.0,0.997,1.0,53.06,53.32
2018-02-16,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-17,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-18,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-19,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-20,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-21,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-22,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-23,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-24,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-25,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-26,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-27,1.0,1.0,1.0,1.0,0.0,0.0
2018-02-28,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-01,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-02,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-03,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-04,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-05,1.0,1.0,1.0,1.0,84.95,85.37
2018-03-06,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-07,1.0,1.0,1.0,1.0,31.98,32.14
2018-03-08,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-09,1.0,1.0,0.997,0.997,2.0,1.994
2018-03-10,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-11,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-12,0.997,1.0,0.997,1.0,1422.52,1429.63
2018-03-13,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-14,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-15,1.0,1.0,1.0,1.0,18.03,18.12
2018-03-16,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-17,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-18,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-19,1.0,1.0,0.997,0.997,51.7,51.54
2018-03-20,0.997,1.1,0.997,0.997,2639.92,2633.86
2018-03-21,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-22,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-23,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-24,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-25,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-26,0.997,0.997,0.997,0.997,0.0,0.0
2018-03-27,0.997,1.0,0.997,1.0,27.08,27.08
2018-03-28,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-29,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-30,1.0,1.0,1.0,1.0,0.0,0.0
2018-03-31,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-01,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-02,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-03,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-04,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-05,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-06,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-07,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-08,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-09,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-10,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-11,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-12,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-13,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-14,1.0,1.0,1.0,1.0,0.0,0.0
2018-04-15,1.0,1.03,1.0,1.03,25.98,26.76
2018-04-16,1.03,1.03,1.03,1.03,0.0,0.0
2018-04-17,1.03,1.03,1.03,1.03,0.0,0.0
2018-04-18,1.03,1.03,1.03,1.03,0.0,0.0
2018-04-19,1.753,1.068,0.9772,1.062,490680.13,521232.78
2018-04-20,1.062,1.037,0.93,1.029,699889.46,719906.3
2018-04-21,1.029,1.248,1.15,1.208,488613.74,590208.34
2018-04-22,1.208,1.031,0.9469,0.9941,433216.48,430672.63
2018-04-23,0.9941,1.166,1.114,1.158,373097.03,432157.87
2018-04-24,1.158,1.271,1.15,1.256,780339.81,980092.87
2018-04-25,1.256,1.25,1.053,1.097,1413475.83,1550881.75
2018-04-26,1.03,1.03,1.03,1.03,0.0,0.0
2018-04-27,1.175,1.183,1.105,1.109,486769.09,539919.24
2018-04-28,1.03,1.03,1.03,1.03,0.0,0.0
2018-04-29,1.178,0.9985,0.9504,0.9847,317205.24,312361.06
2018-04-30,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-01,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-02,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-03,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-04,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-05,1.03,1.03,1.03,1.03,0.5418,0.558
2018-05-06,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-07,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-08,1.03,1.03,1.03,1.03,0.0,0.0
2018-05-09,1.03,1.03,1.0,1.0,11.56,11.6
2018-05-10,1.0,1.01,0.9971,0.998,19009.73,19010.01
2018-05-11,0.998,1.01,0.998,1.0,17621.89,17741.87
2018-05-12,1.0,1.02,0.9961,0.9961,128091.34,127909.78
2018-05-13,0.9961,1.0,0.9961,1.0,10264.75,10257.19
2018-05-14,1.0,1.0,0.9976,0.9976,4201.48,4194.84
2018-05-15,0.9976,1.0,0.9971,1.0,27262.1,27197.89
2018-05-16,1.0,1.0,0.9971,0.9972,8681.95,8664.04
2018-05-17,0.9972,1.01,0.9972,1.0,66900.13,67322.67
2018-05-18,1.0,1.0,1.0,1.0,106437.19,106824.21
2018-05-19,1.0,1.01,1.0,1.0,39253.81,39377.92
2018-05-20,1.0,1.01,1.0,1.0,2065.98,2073.2
2018-05-21,1.0,1.01,0.9976,0.9978,360557.4,360374.34
2018-05-22,0.9978,1.0,0.9974,0.998,101086.13,100899.58
2018-05-23,0.998,1.0,0.997,0.997,196923.65,196494.89
2018-05-24,0.997,1.0,0.997,1.0,30903.67,30917.16
2018-05-25,1.0,1.0,0.997,0.9992,46586.43,46489.3
2018-05-26,0.9992,1.0,0.997,0.997,17175.99,17156.41
2018-05-27,0.997,1.0,0.997,1.0,13964.77,13931.08
2018-05-28,1.0,1.0,0.991,0.999,604885.43,600342.62
2018-05-29,0.999,1.0,0.984,0.9901,387334.7,385943.99
2018-05-30,0.9901,1.0,0.9693,0.995,379973.57,374157.92
2018-05-31,0.995,0.9975,0.9858,0.994,308663.32,305625.78
2018-06-01,0.994,0.9994,0.9904,0.999,122143.7,121724.25
2018-06-02,0.999,0.9994,0.991,0.9911,57148.19,56931.71
2018-06-03,0.9911,1.0,0.99,1.0,120258.51,119788.16
2018-06-04,1.02,1.034,0.9949,0.9995,56223.86,56193.83
2018-06-05,0.9995,1.004,0.9676,0.9983,58424.84,58323.17
2018-06-06,0.9983,1.006,0.9808,1.001,51911.42,51979.53
2018-06-07,0.9999,1.0,0.993,0.998,46698.12,46680.97
2018-06-08,0.998,1.0,0.994,0.996,67487.18,67379.29
2018-06-09,0.9996,1.028,0.9982,1.001,141613.59,141761.71
2018-06-10,0.997,1.0,0.9872,0.988,144464.13,143607.14
2018-06-11,0.988,1.0,0.988,0.9998,49597.95,49272.15
2018-06-12,0.9978,1.092,0.981,1.001,546980.39,547456.41
2018-06-13,0.9997,1.0,0.9884,0.9935,189161.59,188488.57
2018-06-14,0.9935,1.0,0.9888,0.99,64085.2,63932.41
2018-06-15,1.002,1.041,0.9963,0.9988,57731.42,57659.94
2018-06-16,0.999,0.999,0.9885,0.9989,78602.1,77817.33
2018-06-17,0.9783,1.021,0.9991,1.001,34359.95,34389.24
2018-06-18,1.001,1.017,0.9571,1.004,65285.57,65543.36
2018-06-19,1.001,1.015,0.9906,1.001,54949.84,54999.04
2018-06-20,1.0,1.007,0.9705,0.9988,59674.47,59601.66
2018-06-21,0.9988,0.9838,0.9689,0.9737,43765.89,42615.82
2018-06-22,0.9737,1.114,0.9835,1.002,137346.53,137589.81
2018-06-23,0.9905,1.0,0.9902,0.9936,460268.52,459906.63
2018-06-24,0.9936,1.0,0.9902,0.991,313837.52,313559.74
2018-06-25,1.005,1.013,0.9731,0.9994,79086.4,79040.32
2018-06-26,0.9994,1.029,0.9933,0.9968,62925.3,62722.04
2018-06-27,0.992,0.9984,0.992,0.992,16055.58,15965.4
2018-06-28,0.992,0.9984,0.9902,0.9902,71924.87,71429.72
2018-06-29,0.9902,0.9908,0.9902,0.9902,22579.21,22358.29
2018-06-30,0.9994,1.017,0.969,0.9988,65571.19,65494.47
2018-07-01,0.9902,0.9902,0.9902,0.9902,20015.81,19819.66
2018-07-02,0.9977,1.008,0.8364,0.9992,73069.19,73012.24
2018-07-03,0.9899,0.9979,0.9885,0.9902,27271.48,26986.46
2018-07-04,0.9902,0.9974,0.9902,0.9905,19897.64,19778.26
2018-07-05,1.002,1.035,0.9969,1.01,63771.67,64430.39
2018-07-06,0.9905,0.9974,0.9905,0.9967,35803.22,35696.59
2018-07-07,0.9967,0.998,0.991,0.991,36200.97,35920.86
2018-07-08,0.9999,1.009,0.9948,0.9983,39671.12,39602.1
2018-07-09,0.9925,0.9975,0.991,0.991,16706.56,16626.33
2018-07-10,0.991,0.997,0.9885,0.9889,41084.08,40730.41
2018-07-11,0.9847,0.9944,0.977,0.9927,51054.67,50680.49
2018-07-12,0.995,0.999,0.9888,0.999,73593.39,73306.98
2018-07-13,0.999,0.999,0.994,0.9979,12379.17,12316.52
2018-07-14,0.9841,1.011,0.9883,1.001,27713.18,27737.65
2018-07-15,1.004,1.007,0.9827,1.001,34225.9,34272.7
2018-07-16,1.002,1.004,0.9425,1.001,74798.53,74836.72
2018-07-17,0.9925,0.999,0.9921,0.997,24758.98,24649.28
2018-07-18,0.997,0.997,0.9913,0.995,17111.87,16982.4
2018-07-19,1.004,1.011,0.9748,0.9999,70179.39,70169.82
2018-07-20,0.9915,0.999,0.9915,0.9918,31470.56,31399.84
2018-07-21,0.9984,1.005,0.974,0.999,40295.77,40255.54
2018-07-22,0.999,1.02,0.9898,0.997,47479.76,47339.12
2018-07-23,0.997,1.01,0.9554,0.9996,96722.04,96681.08
2018-07-24,1.0,1.011,0.916,0.9998,143800.43,143775.6
2018-07-25,0.9998,1.038,0.9862,0.9996,89988.19,89952.19
2018-07-26,0.9971,1.045,0.9932,0.9977,272835.1,272204.71
2018-07-27,0.9979,1.006,0.9688,0.9977,292845.43,292167.4
2018-07-28,0.9966,1.01,0.9886,1.004,162257.88,162956.94
2018-07-29,1.004,1.011,0.9898,0.9998,165898.14,165862.56
2018-07-30,1.001,1.008,0.9581,0.9956,83918.76,83552.2
2018-07-31,0.9956,1.053,0.9871,0.9963,97152.13,96793.13
2018-08-01,1.001,1.039,0.9727,1.001,430546.42,431039.19
2018-08-02,0.995,1.0,0.9925,0.993,39160.4,39046.83
2018-08-03,0.993,1.0,0.9925,0.9979,68840.9,68491.51
2018-08-04,1.001,1.074,0.9953,1.006,74300.44,74781.12
2018-08-05,0.992,0.9967,0.9918,0.9967,30018.83,29795.79
2018-08-06,0.9967,0.9972,0.989,0.9972,72841.1,72156.01
2018-08-07,1.001,1.085,0.9753,0.9998,444215.14,444121.13
2018-08-08,0.9976,1.071,0.977,1.001,130417.52,130574.79
2018-08-09,1.001,1.018,0.9508,1.004,89588.13,89965.83
2018-08-10,0.9912,0.9972,0.975,0.9972,380116.36,376000.89
2018-08-11,1.002,1.031,0.9556,0.9919,87651.14,86940.72
2018-08-12,0.99,1.01,0.99,0.9915,460415.44,459872.46
2018-08-13,0.9915,1.01,0.9915,0.996,447245.95,448767.71
2018-08-14,0.996,1.01,0.996,0.9979,916799.1,921789.65
2018-08-15,1.002,1.055,0.9867,0.9996,132926.33,132869.15
2018-08-16,0.9981,1.0,0.9976,0.9978,28192.22,28128.43
2018-08-17,1.002,1.004,0.959,1.003,73383.05,73623.77
2018-08-18,1.005,1.104,0.9725,1.013,539699.47,546821.03
2018-08-19,0.9981,1.0,0.9981,1.0,43340.68,43388.38
2018-08-20,1.021,1.144,1.013,1.019,488473.08,497867.5
2018-08-21,1.019,1.03,0.9725,1.014,396413.18,401772.43
2018-08-22,1.004,1.108,1.008,1.024,116096.61,118883.96
2018-08-23,1.025,1.008,0.9748,1.003,52740.3,52885.72
2018-08-24,1.004,1.008,0.9696,1.004,58037.12,58245.66
2018-08-25,1.004,1.012,0.9936,1.003,38189.09,38315.28
2018-08-26,1.003,1.014,0.983,1.003,39682.91,39789.24
2018-08-27,1.003,1.017,0.9773,1.013,59984.28,60736.76
2018-08-28,1.013,1.008,0.9712,1.001,69448.01,69547.36
2018-08-29,1.0,1.0,0.9981,0.9981,18495.1,18463.3
2018-08-30,0.9981,1.0,0.9981,1.0,78202.17,78358.85
2018-08-31,1.001,1.009,0.9816,0.9993,49774.38,49737.5
2018-09-01,0.999,1.0,0.999,1.0,74145.09,74321.67
2018-09-02,1.0,1.0,1.0,1.0,23505.41,23582.12
2018-09-03,0.9985,1.024,0.9884,0.9991,267190.84,266959.88
2018-09-04,0.9991,1.006,0.9831,0.9998,46681.9,46671.77
2018-09-05,1.0,1.268,0.9968,1.006,1098914.67,1105793.48
2018-09-06,1.003,1.035,0.9687,1.003,127586.04,127924.14
2018-09-07,1.003,1.025,0.9933,1.004,53170.79,53365.38
2018-09-08,1.003,1.05,0.9944,1.005,49719.12,49966.04
2018-09-09,1.005,1.036,0.9897,1.004,38701.0,38843.84
2018-09-10,1.004,1.008,0.9887,1.001,50695.88,50736.55
2018-09-11,1.003,1.02,0.9853,1.001,51401.22,51434.55
2018-09-12,1.001,1.004,0.9801,1.0,52814.83,52838.43
2018-09-13,1.0,1.009,0.9783,1.002,65684.53,65828.72
2018-09-14,1.002,1.016,0.9855,0.9997,58029.07,58011.09
2018-09-15,1.001,1.008,0.9924,0.9999,31894.67,31890.37
2018-09-16,1.0,1.004,0.9853,1.0,30897.54,30910.42
2018-09-17,1.0,1.046,0.9947,1.002,62738.57,62852.2
2018-09-18,1.001,1.007,0.9826,0.9997,55076.95,55058.56
2018-09-19,0.9997,1.023,0.9615,1.004,71293.01,71545.7
2018-09-20,1.004,1.011,0.9814,1.004,46802.06,46976.87
2018-09-21,1.004,1.005,0.9626,1.001,85295.46,85404.08
2018-09-22,1.001,1.017,0.9868,0.9993,38829.87,38800.87
2018-09-23,0.9993,1.007,0.9918,0.9976,25143.83,25083.09
2018-09-24,0.9976,1.018,0.9936,0.9975,48934.13,48810.17
2018-09-25,0.9989,1.04,0.9262,1.001,1284207.48,1285028.21
2018-09-26,1.001,1.037,0.9656,0.9978,776791.2,775054.46
2018-09-27,0.9988,1.006,0.9615,0.9991,52542.0,52493.72
2018-09-28,0.9991,1.024,0.9852,0.9987,74353.41,74260.3
2018-09-29,0.9988,1.006,0.9816,1.001,37296.34,37344.12
2018-09-30,1.001,1.017,0.9874,0.9995,26335.14,26321.15
2018-10-01,0.9995,1.008,0.9855,0.9982,38926.98,38858.69
2018-10-02,0.9982,1.013,0.991,0.9982,40624.2,40552.11
2018-10-03,0.9982,1.004,0.9877,0.9974,47186.0,47065.15
2018-10-04,0.9987,1.017,0.9846,0.997,421015.65,419747.47
2018-10-05,0.9984,1.008,0.9874,1.0,39731.28,39747.22
2018-10-06,1.0,1.006,0.9949,0.9989,24787.61,24761.46
2018-10-07,0.9983,1.003,0.9759,0.9975,259550.03,258907.49
2018-10-08,0.9979,1.003,0.9834,0.9962,47216.82,47036.39
2018-10-09,0.9962,1.0,0.9898,0.9962,32204.25,32082.0
2018-10-10,0.9996,1.0,0.999,1.0,1314875.04,1317631.6
2018-10-11,1.0,1.02,0.9992,1.0,4854129.49,4865462.09
2018-10-12,0.993,0.9995,0.9801,0.9923,46195.91,45839.58
2018-10-13,0.9925,0.9927,0.9861,0.9906,21914.85,21708.72
2018-10-14,0.9908,1.01,0.9943,0.9991,34130.1,34100.66
2018-10-15,0.9971,1.114,0.9258,1.012,1644889.63,1664391.75
2018-10-16,1.012,1.032,0.9977,1.009,388508.28,392183.48
2018-10-17,1.006,1.015,0.9873,0.9975,284376.41,283652.25
2018-10-18,0.9967,1.003,0.9771,0.9837,50725.31,49900.37
2018-10-19,0.9838,1.0,0.9919,0.9949,36599.64,36413.72
2018-10-20,0.9955,1.01,0.9839,1.0,239640.53,239652.22
2018-10-21,1.0,1.018,0.9959,1.001,192893.47,193006.58
2018-10-22,1.001,1.01,0.9932,0.9988,248691.07,248398.26
2018-10-23,0.9988,1.017,0.9956,1.011,264656.83,267679.23
2018-10-24,1.011,1.02,1.005,1.008,202081.49,203667.31
2018-10-25,1.008,1.018,0.9975,1.005,264094.78,265320.98
2018-10-26,1.005,1.026,0.995,1.009,313410.19,316365.86
2018-10-27,1.009,1.01,0.9991,1.005,96900.86,97356.94
2018-10-28,1.004,1.007,0.9975,1.003,104039.81,104403.68
2018-10-29,1.009,1.03,0.9984,1.003,53760.53,53939.76
2018-10-30,1.001,1.003,0.9876,0.9977,277378.69,276743.92
2018-10-31,0.9979,1.009,0.9703,0.9975,304820.49,304067.43
2018-11-01,0.998,1.001,0.9887,0.9965,157219.86,156668.02
2018-11-02,0.9967,1.007,0.9866,0.998,245470.96,244971.32
2018-11-03,0.9981,1.009,0.9894,0.9992,171377.28,171239.92
2018-11-04,0.9992,1.032,0.9396,0.9996,490093.55,489908.07
2018-11-05,0.9997,1.011,0.9843,0.9982,251497.2,251042.28
2018-11-06,0.9983,0.9963,0.9426,0.9942,497076.63,494217.93
2018-11-07,0.9974,1.006,0.9931,1.001,55100.44,55168.62
2018-11-08,1.002,1.038,0.9976,0.9986,300340.28,299928.62
2018-11-09,0.9983,1.022,0.9931,1.002,223676.06,224114.89
2018-11-10,1.002,1.015,0.9886,1.002,139451.69,139748.47
2018-11-11,1.002,1.01,0.9814,1.006,167900.44,168841.55
2018-11-12,1.006,1.014,0.9939,1.003,197311.94,197828.07
2018-11-13,1.001,1.014,1.002,1.006,35761.27,35973.62
2018-11-14,1.007,1.106,0.9493,0.9964,178422.8,177782.45
2018-11-15,0.9962,1.022,0.9389,1.0,147895.07,147944.32
2018-11-16,1.002,1.034,0.9679,0.991,715462.06,709014.26
2018-11-17,0.991,1.005,0.9865,0.9959,245684.44,244687.26
2018-11-18,0.9959,1.021,0.9799,0.9995,385279.83,385084.61
2018-11-19,0.998,1.172,0.956,0.9782,1915792.53,1874067.9
2018-11-20,0.98,1.139,0.9301,0.9779,3133631.53,3064255.69
2018-11-21,0.9711,1.011,0.9307,0.9905,152286.19,150838.57
2018-11-22,0.989,1.067,0.9885,0.9939,83715.43,83201.28
2018-11-23,0.9907,1.033,0.9598,1.002,1423327.48,1426101.77
2018-11-24,1.003,1.134,0.9689,0.9966,1149266.01,1145304.42
2018-11-25,0.9997,1.049,0.8936,1.008,213926.98,215620.54
2018-11-26,1.006,1.1,0.9678,1.005,1629550.54,1637220.07
2018-11-27,1.005,1.038,0.9233,1.01,1335576.08,1348425.22
2018-11-28,1.004,1.033,0.8977,1.001,175435.76,175630.61
2018-11-29,1.002,1.053,0.9691,0.9975,993173.62,990643.89
2018-11-30,1.001,1.074,0.9711,0.9943,121993.57,121292.38
2018-12-01,0.9967,1.03,0.9417,1.006,654036.21,658257.95
2018-12-02,1.006,1.035,0.9857,0.9909,381331.61,377845.11
2018-12-03,0.9909,1.071,0.976,0.9971,782632.61,780397.34
2018-12-04,0.9971,1.029,0.9563,0.995,621061.09,617966.19
2018-12-05,0.9954,1.055,0.9906,0.9955,83811.55,83435.4
2018-12-06,0.9903,1.15,0.9951,0.9993,1792429.98,1791241.5
2018-12-07,1.001,1.059,0.9619,1.013,206088.47,208770.29
2018-12-08,1.014,1.098,0.9449,1.019,1325325.8,1350131.36
2018-12-09,1.019,1.082,0.9628,1.017,1016821.61,1034572.16
2018-12-10,1.017,1.075,0.9936,1.014,728008.33,738346.81
2018-12-11,1.014,1.061,0.9888,1.01,668339.48,675086.51
2018-12-12,1.01,1.042,0.9799,1.018,714710.58,727489.06
2018-12-13,1.018,1.071,0.9928,1.013,789484.9,799760.79
2018-12-14,1.013,1.046,0.9879,1.009,753548.83,760162.88
2018-12-15,1.009,1.026,0.9872,1.014,483144.13,489887.57
2018-12-16,1.014,1.058,1.005,1.019,542113.41,552465.26
2018-12-17,1.019,1.045,0.9016,1.013,1205201.25,1221454.89
2018-12-18,1.013,1.023,0.9201,1.014,940250.46,953656.01
2018-12-19,1.014,1.097,1.003,1.011,1650300.2,1668204.01
2018-12-20,1.011,1.034,0.8673,1.012,1782489.84,1804497.8
2018-12-21,1.012,1.117,0.9891,1.013,1357258.91,1374592.03
2018-12-22,1.013,1.019,0.9215,1.017,729606.42,742083.15
2018-12-23,1.017,1.038,0.9038,1.005,1399979.49,1406823.26
2018-12-24,1.005,1.149,0.9374,1.004,2626361.2,2636843.43
2018-12-25,1.004,1.098,0.96,1.014,1736974.87,1761039.77
2018-12-26,1.014,1.063,0.9597,1.013,1143475.47,1157882.42
2018-12-27,1.013,1.164,0.9964,1.014,1330727.47,1349574.34
2018-12-28,1.014,1.024,0.8373,1.014,1544476.61,1566562.98
2018-12-29,1.014,1.094,0.9792,1.0,1299675.76,1300243.97
2018-12-30,1.0,1.023,0.9463,1.013,871669.88,883294.65
2018-12-31,1.013,1.075,0.9913,1.012,732038.53,740469.98
2019-01-01,1.012,1.027,0.9422,1.016,720860.23,732359.5
2019-01-02,1.016,1.04,0.9206,1.018,1092181.14,1111707.2
2019-01-03,1.018,1.065,0.9764,1.009,802746.27,810173.58
2019-01-04,1.009,1.033,0.9583,1.015,1053057.39,1068880.99
2019-01-05,1.015,1.055,0.9974,1.007,956257.36,963224.29
2019-01-06,1.007,1.043,0.9624,1.014,939533.33,952992.14
2019-01-07,1.014,1.062,0.9952,1.008,612425.52,617255.12
2019-01-08,1.008,1.033,0.9836,1.006,725089.37,729337.0
2019-01-09,1.006,1.035,0.9839,0.9912,564186.3,559229.18
2019-01-10,0.9912,1.197,0.9723,1.003,1473376.34,1477533.2
2019-01-11,1.003,1.027,0.9716,1.004,673172.02,675616.05
2019-01-12,1.004,1.025,0.9938,1.003,339050.75,340104.88
2019-01-13,1.003,1.085,0.9846,1.0,643110.16,643220.53
2019-01-14,1.0,1.012,0.8875,0.9885,884533.35,874357.0
2019-01-15,0.9885,1.084,0.9727,0.9976,875657.06,873567.19
2019-01-16,0.9976,1.041,0.9721,0.9939,727348.64,722886.38
2019-01-17,0.9939,0.995,0.9421,0.985,635344.75,625834.81
2019-01-18,0.985,1.028,0.9893,0.9991,392345.05,391987.43
2019-01-19,0.9991,1.029,0.9643,0.9986,562252.11,561442.66
2019-01-20,0.9986,1.05,0.9457,0.9914,637823.68,632323.36
2019-01-21,0.9914,1.011,0.9707,0.9897,421391.55,417032.57
2019-01-22,0.9897,1.009,0.9369,0.9961,668659.65,666031.75
2019-01-23,0.9961,1.019,0.9845,0.9979,400801.53,399951.08
2019-01-24,1.01,1.02,1.0,1.01,794962.56,795707.55
2019-01-25,0.9997,1.02,0.9922,0.999,433959.04,433510.27
2019-01-26,0.999,1.03,0.9986,1.004,242156.07,243159.39
2019-01-27,1.004,1.037,0.9884,0.9945,464662.38,462110.42
2019-01-28,0.9945,1.066,0.9602,1.002,923993.96,925734.72
